Lateness,Assembly,Material,OpenOrders,NewOrders,TotalWork,TotalSetup,SumDuration,SumOperations,ProductionOrders,CycleTime
-1754.5028,217.47337,1.7875871E+09,14,3,6.02,11.33,152,15,3,2209
-1754.838,223.5654,1.8517375E+09,16,0,5.08,9.9,248,25,5,2701
-1751.2772,226.39456,1.9333151E+09,15,4,6.21,11.82,140,15,3,2052
-1730.5052,240.50435,1.9506751E+09,11,0,5.12,10.7,197,20,4,2644
-1730.5052,241.54634,2.0049281E+09,14,3,4.31,8.58,293,30,6,4022
-1722.487,245.44177,2.0542017E+09,12,1,4.7,11.25,255,25,5,2801
-1715.241,249.27646,2.0471415E+09,14,4,4.57,10.31,243,25,5,3492
-1723.3081,249.35974,2.0982182E+09,13,2,5.67,11.15,147,15,3,1601
-1728.235,256.10107,2.0799988E+09,13,0,4.82,11.58,248,25,5,2540
-1727.8268,254.43944,2.0754865E+09,12,1,3.17,7.51,252,25,5,2727
-1716.8195,255.28648,2.0828014E+09,11,2,4.12,9.54,158,15,3,1605
-1716.6942,256.17447,2.1503644E+09,13,3,5.67,10.4,246,25,5,3239
-1727.1346,260.20526,2.1774487E+09,14,3,5.44,10.24,161,15,3,1928
-1736.9526,261.46945,2.168917E+09,14,3,4.4,9.44,458,45,9,5413
-1742.2651,268.39792,2.1915538E+09,12,0,6.44,10.94,311,30,6,4139
-1742.5139,267.68854,2.229314E+09,14,3,6.01,11.73,156,15,3,2007
-1736.8486,271.29422,2.2316436E+09,14,2,5.25,10.73,252,25,5,3441
-1736.5409,275.80112,2.2373302E+09,13,1,5.51,11.3,197,20,4,2723
-1734.1177,279.19556,2.2796477E+09,15,3,5.2,11.57,311,30,6,3663
-1740.9197,281.02856,2.291037E+09,14,2,5.51,11.68,212,20,4,2361
-1736.2467,285.66794,2.3053066E+09,15,0,4.29,8.78,148,15,3,2148
-1738.358,284.55457,2.3252641E+09,17,4,4.92,10.55,145,15,3,1841
-1743.684,285.8395,2.349289E+09,17,2,5.3,10.26,347,35,7,3645
-1747.5275,292.68784,2.3998548E+09,13,0,5.05,12.7,145,15,3,1766
-1743.3967,297.4343,2.4014825E+09,9,1,4.23,9.69,154,15,3,2170
-1744.0205,296.18027,2.4678065E+09,9,2,3.12,7.55,345,35,7,3812
-1743.6938,304.0846,2.4581924E+09,9,1,4.58,11.31,197,20,4,2933
-1744.0891,307.27734,2.477805E+09,10,0,4.56,10.69,306,30,6,3993
-1748.9156,308.31458,2.5093676E+09,9,1,4.52,9.01,453,45,9,4626
-1753.4104,311.0414,2.5078648E+09,8,1,3.23,8.24,212,20,4,2552
-1750.5635,311.70218,2.5072253E+09,9,2,2.6,6.94,158,15,3,2029
-1750.5635,311.39294,2.5470612E+09,11,2,3.57,7.56,258,25,5,2626
-1751.6047,314.65314,2.5603039E+09,12,2,5.07,12.42,296,30,6,4245
-1757.2205,316.0151,2.5665288E+09,13,2,4.62,10.71,163,15,3,2352
-1762.1372,316.9885,2.5738885E+09,13,1,3.92,9.12,150,15,3,1970
-1769.9073,318.232,2.6307827E+09,12,3,5.18,11.07,255,25,5,2579
-1776.7539,321.89676,2.6585236E+09,14,3,4.46,9.97,208,20,4,2098
-1775.8258,324.82867,2.6418924E+09,11,0,2.05,5.47,148,15,3,2070
-1784.5842,322.61896,2.62392E+09,9,1,0,0.91,249,25,5,2805
-1780.5911,321.5722,2.6226708E+09,8,1,3.23,7.34,248,25,5,2651
-1785.5348,320.9238,2.6236357E+09,8,4,3.55,9.1,156,15,3,2017
-1786.9052,320.832,2.6607526E+09,9,2,5.05,10.84,213,20,4,2704
-1786.9052,325.35846,2.6448973E+09,10,1,5.06,10.74,195,20,4,2599
-1789.851,326.60782,2.6746665E+09,14,0,4.8,10.46,251,25,5,3309
-1788.4552,327.0404,2.7473976E+09,14,4,5.67,11.94,245,25,5,2469
-1785.8114,331.76868,2.787005E+09,15,3,5.71,12.07,298,30,6,3675
-1785.8114,336.17776,2.793401E+09,18,3,5.62,11.79,146,15,3,2103
-1776.4706,342.06818,2.8450463E+09,13,0,5.83,11.5,301,30,6,4473
-1756.4694,346.30814,2.8534257E+09,12,1,5.16,11.48,147,15,3,1953
-1750.266,346.71997,2.8929487E+09,11,2,4.95,10.1,148,15,3,1820
-1742.7057,350.71252,2.9071045E+09,11,2,4.7,9.62,153,15,3,2209
-1152.75,34.571064,182791650,11,0,3.95,10.52,240,25,5,3175
-1316.8182,33.9825,201799980,9,1,3.67,7.73,295,30,6,3872
-1356.7142,36.66212,240672320,9,3,3.73,7.59,158,15,3,1951
-1323.375,37.428818,239491300,9,2,3.62,8.66,213,20,4,2448
-1323.375,39.341026,287695500,10,1,3.96,8.38,197,20,4,2195
-1415.2941,40.37723,277075870,10,1,2.88,6.03,209,20,4,2888
-1391.1666,42.54597,294481920,11,2,2.84,6.38,295,30,6,3358
-1478.619,41.92526,303005200,9,1,3.48,8.28,255,25,5,3278
-1584,43.061764,333700960,9,1,3.3,8.03,242,25,5,2999
-1611.0416,46.526157,383668930,11,4,4.07,9.81,357,35,7,5126
-1694.5555,50.862827,373226940,9,1,5.09,11.05,146,15,3,2117
-1694.5555,54.13531,412304130,11,2,4.66,8.62,142,15,3,1508
-1705.8928,59.33482,491514800,15,5,4.06,9.38,250,25,5,3196
-1705.8928,64.50966,512202600,17,2,6.12,11.33,236,25,5,3450
-1745.7241,68.79783,509702850,17,1,4.12,11.06,307,30,6,3086
-1704.0278,71.19108,557138560,11,1,5.78,11.78,339,35,7,4576
-1676.7632,73.46195,643035200,12,3,5.03,9.58,252,25,5,3251
-1580.4147,79.418106,726623300,12,3,5.86,11.78,260,25,5,2941
-1569.8334,81.36543,798496060,14,3,5.69,11.65,143,15,3,1826
-1576.279,92.20297,812389800,14,1,6.32,11.97,357,35,7,4251
-1569.5682,99.06566,841298050,14,1,6.57,10.98,242,25,5,2607
-1611.0222,100.49416,853109600,14,1,4.66,10.03,296,30,6,4028
-1635.5,102.4791,861198850,13,2,4.25,8.85,216,20,4,2489
-1611.3,105.169464,939134000,14,3,5.81,11.54,345,35,7,4890
-1623.6792,114.55527,961679400,13,0,4.62,10.62,244,25,5,2442
-1652.2363,116.20923,953785000,12,1,2.85,7.34,140,15,3,1873
-1661.25,114.316956,941394000,8,1,2.56,5.57,357,35,7,5179
-1660.7869,112.42382,924679000,8,1,2.07,5.1,201,20,4,2958
-1682.7903,110.54567,920217000,8,1,2.17,4.97,145,15,3,1714
-1696.2699,111.66517,916189000,8,1,2.64,8.72,242,25,5,2467
-1704.7847,112.82927,932991040,8,2,2.75,6.59,138,15,3,1539
-1719.2576,113.600204,933185860,9,2,3.7,7.88,197,20,4,2838
-1712.1045,115.266075,1.00124346E+09,12,4,4.6,8.94,151,15,3,1553
-1746.2206,117.842735,990839550,12,1,4.81,9.62,345,35,7,3523
-1749.7285,119.4102,969205400,11,1,5.5,10.72,245,25,5,3202
-1747.8055,118.87259,1.03685203E+09,14,5,5.4,9.67,251,25,5,2601
-1737.4324,129.62016,1.0510353E+09,13,0,5.12,11.32,149,15,3,1549
-1780.3507,130.88347,1.0886323E+09,13,3,4.3,8.1,152,15,3,2035
-1774.675,135.14273,1.0840497E+09,11,1,4,8.15,158,15,3,2044
-1780.0864,135.94821,1.0821224E+09,11,1,2.45,6.62,192,20,4,2504
-1777.5764,135.84775,1.0823488E+09,9,2,2.6,6.88,150,15,3,2230
-1777,135.78406,1.1378044E+09,14,6,3.76,8.34,297,30,6,3982
-1775.0115,139.2473,1.2459867E+09,16,3,5.9,11.72,213,20,4,2986
-1779.8352,152.10242,1.2765665E+09,14,0,6.18,9.96,345,35,7,5004
-1717.2474,152.37544,1.2637044E+09,9,1,5.15,10.65,158,15,3,1854
-1703.949,151.86147,1.3012641E+09,9,1,3.56,8.43,402,40,8,4845
-1711.16,157.1793,1.2985768E+09,8,1,3.4,8.06,152,15,3,1883
-1711.8137,158.795,1.3110426E+09,9,0,4.36,8.32,307,30,6,3915
-1725.8953,157.37129,1.2975999E+09,7,1,2.19,4.69,213,20,4,2167
-1725.8953,157.93462,1.2958876E+09,9,2,2.93,7.45,153,15,3,1811
-1721.4767,156.35176,1.2963907E+09,9,2,2.1,4.78,158,15,3,2059
-1721.4767,155.69225,1.323448E+09,10,1,3.87,9.54,269,25,5,3542
-1714.5963,159.7958,1.3228751E+09,10,2,4.04,9.08,208,20,4,2227
-1737.5946,162.25262,1.346282E+09,10,2,4.1,9.64,295,30,6,3474
-1739.3303,161.95398,1.3653437E+09,11,2,4.58,11.26,246,25,5,2699
-1778.0435,169.0407,1.3790831E+09,11,0,4.85,10.32,194,20,4,2822
-1778.0435,170.28625,1.3709129E+09,14,3,4.25,10.57,318,30,6,4178
-1784.4067,169.93594,1.4309441E+09,14,3,4.36,11.98,193,20,4,1953
-1778.3197,176.11586,1.4214522E+09,11,0,3.9,8.04,140,15,3,1996
-1772.1854,174.73448,1.4554441E+09,11,2,1.46,4.31,151,15,3,2017
-1769.7557,179.34334,1.4430719E+09,6,0,4.24,7.86,260,25,5,2896
-1769.7557,177.80327,1.4274463E+09,7,1,1.91,4.5,149,15,3,1935
-1773.0151,175.5754,1.4100516E+09,8,2,2.15,6.33,143,15,3,1436
-1771.7444,175.43823,1.4240434E+09,9,2,3.81,9.69,159,15,3,2252
-1781.1606,180.13788,1.433872E+09,8,0,3.75,8.65,193,20,4,2647
-1781.9348,180.617,1.4320799E+09,8,1,2.9,7.3,151,15,3,2172
-1789.1079,185.25801,1.4980529E+09,11,0,5.2,10.98,194,20,4,2537
-1796.6666,186.70193,1.5452517E+09,12,3,3.88,8.24,237,25,5,2825
-1797.0839,191.08115,1.5850858E+09,14,4,5.3,11.92,358,35,7,4805
-1798.062,196.96884,1.656233E+09,14,2,6.11,11.5,209,20,4,3090
-1801.331,206.4261,1.709554E+09,15,0,5.5,9.69,216,20,4,2494
-1801.84,211.25545,1.7330442E+09,17,4,4.88,9.31,357,35,7,4435
-1803.0392,211.73517,1.8395462E+09,19,5,7.17,11.66,341,35,7,4109
-1803.5605,216.18877,1.8216179E+09,17,2,7.85,10.62,245,25,5,3627
-1787.1366,225.40567,1.8579182E+09,14,0,5.95,11.48,311,30,6,3614
-1783.642,229.25542,1.9083208E+09,15,2,6.35,11.49,350,35,7,3813
-1769.5576,233.15526,1.908622E+09,15,3,5.62,12.69,345,35,7,4841
-1765.7366,238.57423,1.9627429E+09,15,2,7.22,10.98,199,20,4,2645
-1765.7366,240.6774,1.9633683E+09,16,1,5.05,10.21,296,30,6,4027
-1763.2738,242.50401,1.9973359E+09,18,3,4.12,9.08,316,30,6,3461
-1757.2384,247.1568,2.0546459E+09,17,3,6.81,12.1,255,25,5,3646
-1755.0961,250.82503,2.0803502E+09,14,2,5.85,11.57,152,15,3,1856
-1750.5865,253.4169,2.086777E+09,14,2,5.52,10.81,246,25,5,2553
-1737.3098,263.542,2.1353791E+09,13,0,6.18,10.58,255,25,5,2865
-1737.3098,263.35687,2.1448919E+09,14,1,3.95,9.28,354,35,7,4110
-1722.3315,267.91824,2.200595E+09,16,5,5.21,10.32,339,35,7,4644
-1713.1406,270.42447,2.2225564E+09,13,2,5.58,11.55,148,15,3,1514
-1718.2908,273.21884,2.2433871E+09,11,2,5.75,11.74,198,20,4,2767
-1718.2908,275.33328,2.2549097E+09,14,3,5.04,8.71,242,25,5,3621
-1708.7828,276.65027,2.2398044E+09,13,1,3.83,9.74,142,15,3,1438
-1703.5024,277.87567,2.2778173E+09,13,3,5.07,10.16,150,15,3,1785
-1703.6287,280.2625,2.2774272E+09,13,1,5.4,11.45,152,15,3,1710
-1699.4166,282.54547,2.2971008E+09,12,1,3.17,6.85,146,15,3,1934
-1697.1298,282.05725,2.306868E+09,9,1,2.91,7.79,246,25,5,2859
-1697.1298,283.76996,2.2878536E+09,10,1,2.62,5.96,156,15,3,2243
-1699.9333,281.42993,2.2698573E+09,10,2,2.08,4.38,152,15,3,1961
-1702.8538,279.85083,2.259825E+09,10,2,2.45,6.25,159,15,3,1970
-1708.5023,279.5033,2.2717135E+09,9,2,4.55,9.26,350,35,7,4261
-1712.8796,280.18948,2.3046072E+09,11,3,4.78,10.49,291,30,6,4345
-1715.2202,281.96274,2.337766E+09,12,3,6.16,10.28,306,30,6,3546
-1714.828,285.50098,2.331831E+09,10,1,6.18,11.76,202,20,4,2634
-1713.5765,285.60703,2.315267E+09,10,1,4.09,7.88,212,20,4,2697
-1709.6144,286.62766,2.3129723E+09,10,1,3.27,7.99,155,15,3,1807
-1710.942,286.02338,2.310831E+09,13,4,3.45,9.38,145,15,3,1723
-1710.8711,286.62177,2.342147E+09,14,2,4.42,8.84,301,30,6,4224
-1711.0485,290.99432,2.3447473E+09,14,2,5.52,10.05,193,20,4,2636
-1715.1837,289.7617,2.3235164E+09,8,0,2.6,5.19,146,15,3,2157
-1714.458,288.44733,2.3095662E+09,6,0,2.06,4.28,157,15,3,2066
-1714.458,287.28592,2.3354806E+09,13,7,3.02,6.81,318,30,6,3973
-1720.0662,289.84436,2.331453E+09,10,0,5.03,9.2,208,20,4,2490
-1724.6914,290.3408,2.314054E+09,10,1,5.21,9.38,255,25,5,2790
-1722.4309,289.94092,2.3314716E+09,8,1,5.04,10.46,307,30,6,4167
-1722.4309,290.00262,2.3219244E+09,9,1,2.91,6.69,152,15,3,1570
-1722.4309,288.73596,2.3393966E+09,12,3,2.78,7.86,151,15,3,1579
-1723.3198,291.40262,2.3329298E+09,13,2,3.18,6.73,197,20,4,2483
-1723.3198,290.6373,2.3352686E+09,14,1,3.22,7.43,198,20,4,2672
-1735.4783,290.83286,2.3570284E+09,11,3,3.3,8.58,255,25,5,2738
-1737.1843,292.75546,2.3409894E+09,10,1,4.04,10.66,345,35,7,4684
-1735.5312,293.05664,2.3621435E+09,13,4,5.68,11.72,213,20,4,2485
-1734.2714,294.3205,2.372466E+09,13,2,5.57,11.06,151,15,3,1681
-1736.2966,296.506,2.358753E+09,10,0,4.12,8.88,316,30,6,4694
-1736.2966,295.0776,2.3640686E+09,12,2,4.83,11.6,389,40,8,4305
-1733.1578,297.33234,2.398496E+09,11,2,5,10.68,158,15,3,2238
-1727.5444,302.76163,2.4383593E+09,11,0,3.76,8.69,160,15,3,2261
-1727.9631,301.84937,2.4469046E+09,14,4,4.24,9.78,243,25,5,2934
-1726.3309,304.76764,2.4718428E+09,14,1,5.57,9.76,298,30,6,3149
-1727.44,306.8229,2.4702057E+09,14,3,4.86,9.18,311,30,6,4239
-1724.0289,307.9492,2.4859249E+09,13,1,4.29,9.54,339,35,7,3992
-1721,310.04114,2.517454E+09,12,1,4.9,9.67,198,20,4,2505
-1716.9075,310.32004,2.5684685E+09,14,4,4.53,9.8,202,20,4,2511
-1738.6478,315.25427,2.639452E+09,17,6,6.02,12.01,152,15,3,2159
-1739.9791,323.95032,2.6904522E+09,16,0,6.84,10.43,202,20,4,2062
-1739.9791,326.05222,2.6772708E+09,17,1,4.97,11.23,148,15,3,1776
-1730.1443,321.6901,2.6439168E+09,9,1,0.72,1.1,152,15,3,1675
-1726.8633,321.76877,2.6712538E+09,11,4,3.75,8.29,146,15,3,1809
-919.5,22.522917,193538670,12,1,4.4,10.06,158,15,3,1964
-1271.5,27.053385,262877580,15,5,6.05,10.52,193,20,4,2493
-1271.5,34.310184,264268500,16,1,5.74,12.64,195,20,4,2695
-1233.75,36.309166,307395800,17,3,5.94,11.69,138,15,3,2043
-1403.6364,37.45038,298647680,15,1,4.7,11.43,248,25,5,3518
-1333.7693,38.717014,303015580,15,2,3.95,9.46,301,30,6,3630
-1352.75,42.50737,327131360,14,2,4.5,10,244,25,5,2521
-1559.75,45.670387,371020800,11,1,4.81,10.92,255,25,5,3208
-1585.6957,46.609165,398886080,10,2,3.94,9.75,143,15,3,1712
-1607.3077,50.54284,422292930,8,1,4.18,11.04,202,20,4,2846
-1607.3077,54.404778,434589400,10,2,4.52,8.92,301,30,6,3052
-1607.3077,53.195255,500574000,13,3,5.35,11.78,402,40,8,5841
-1600.3572,58.602524,522429760,12,1,4.56,10.62,254,25,5,3366
-1667.5333,62.51698,545082240,12,2,5.01,10.83,153,15,3,2245
-1698.8387,64.37173,538898750,12,1,3.58,8.27,152,15,3,1685
-1754.7273,67.31231,553149600,11,1,3.91,9.52,339,35,7,4149
-1762.3143,68.28089,568536200,11,2,2.22,5.47,198,20,4,2420
-1763.9445,68.96728,657735200,14,4,4.38,11.04,143,15,3,2069
-1766.7949,74.39108,719330750,16,5,5.96,11.85,153,15,3,2263
-1819.1951,81.146324,745985150,17,3,6.12,11.05,389,40,8,5706
-1834.9524,82.74799,779854100,19,3,5.71,9.6,246,25,5,3330
-1813.4546,87.233574,818679900,19,2,6.41,11.33,152,15,3,2036
-1739.8541,93.10366,829971200,16,1,5.29,11.66,155,15,3,1594
-1676.2941,97.67236,814979100,14,1,5.15,10.93,152,15,3,1875
-1687.5454,97.45054,798277440,11,1,3.93,7.94,148,15,3,1502
-1710.1526,96.22155,773331260,8,1,1.9,4.42,148,15,3,1930
-1678.4032,97.281265,828675300,8,3,3.22,7.35,143,15,3,1585
-1673.2222,100.317154,883388350,12,5,4.5,8.11,301,30,6,3331
-1667.7656,104.3528,917091600,12,1,5.54,10.4,151,15,3,2244
-1598.4507,116.0159,943598600,8,0,3.88,8,152,15,3,2219
-1626.1945,116.45983,953340160,9,2,3.9,9.58,306,30,6,3552
-1622.473,116.42771,1.0068186E+09,12,5,4.38,8.93,357,35,7,3929
-1619.9867,117.28654,1.03419603E+09,13,2,6.1,10.99,261,25,5,2679
-1621.3684,123.754265,1.029356E+09,13,1,5.98,9.28,267,25,5,3390
-1637.7435,128.1309,1.0905489E+09,15,4,5.15,9.81,209,20,4,3109
-1626.4073,132.35054,1.1315871E+09,14,2,5.8,11.34,383,40,8,5391
-1626.4073,137.24467,1.1851749E+09,17,3,6.06,12.81,318,30,6,3243
-1622.3536,143.3627,1.2159983E+09,18,2,6.26,11.05,145,15,3,1826
-1665.2069,147.2859,1.2689568E+09,16,3,6.36,11.52,164,15,3,1848
-1649.764,150.6822,1.26018E+09,16,2,6.24,10.66,357,35,7,4049
-1620.3978,155.75447,1.2559658E+09,14,2,6.86,11.07,389,40,8,4131
-1605.299,155.77617,1.268144E+09,11,1,5.41,11.77,201,20,4,2512
-1598.398,157.11765,1.2773499E+09,11,1,4.1,10.14,197,20,4,2054
-1596.5,158.4824,1.2627214E+09,11,2,3.71,8.38,148,15,3,2059
-1591.6893,157.07504,1.3004197E+09,10,2,4.27,9.23,297,30,6,3720
-1591.6893,159.50864,1.2960311E+09,11,1,3.83,8.46,142,15,3,2001
-1604.3208,161.28891,1.2804961E+09,10,0,2.13,5.4,151,15,3,1999
-1627.7091,159.4556,1.2878317E+09,9,3,1.29,3.2,354,35,7,4857
-1627.7091,161.66628,1.3002696E+09,10,1,4.12,9.02,357,35,7,3805
-1640.2124,163.87984,1.3090397E+09,10,3,5.35,12.07,149,15,3,1816
-1640.2124,166.98538,1.3307891E+09,11,1,4.84,10.24,199,20,4,2910
-1651.4397,167.16284,1.3289452E+09,10,2,3.55,8.78,159,15,3,2334
-1650.5798,167.43478,1.3568462E+09,9,2,3.62,6.12,267,25,5,2800
-1650.5798,171.63353,1.3584535E+09,11,2,4.86,11.02,307,30,6,4395
-1646.1833,175.18115,1.4017505E+09,12,2,4.95,10.93,202,20,4,2070
-1646.1833,177.49673,1.4303828E+09,16,4,4.49,10.51,298,30,6,4447
-1646.0662,181.05,1.5078348E+09,16,1,5.49,12.88,342,35,7,4920
-1661.1031,185.27553,1.5464927E+09,16,5,5.93,12.2,383,40,8,5424
-1674.0155,187.73781,1.5691708E+09,15,2,5.55,10.96,153,15,3,1981
-1657.1818,189.35042,1.62968E+09,16,4,7.2,10.35,195,20,4,2898
-1653.7462,198.6256,1.6595406E+09,18,4,6.94,11.59,149,15,3,1682
-1633.0292,210.59776,1.672354E+09,16,0,6.24,10.55,297,30,6,3067
-1633.0791,211.5207,1.6724342E+09,17,3,6.01,10.69,354,35,7,4659
-1586.1973,210.06534,1.6786865E+09,11,0,5.93,10.52,297,30,6,3954
-1584.0743,211.84715,1.7412585E+09,13,3,5.98,11.52,148,15,3,1971
-1596.72,215.95647,1.7772474E+09,14,3,5.62,11.8,306,30,6,3963
-1596.2384,219.99501,1.8014954E+09,14,1,5.38,11.51,204,20,4,2791
-1609.8235,223.61577,1.8251148E+09,14,2,5.27,11.78,152,15,3,2119
-1600.7871,226.03503,1.8730662E+09,15,3,5.15,11.01,334,35,7,4997
-1588.4076,227.47223,1.8732292E+09,14,1,4.63,10.06,155,15,3,1585
-1598.6289,228.23204,1.8703366E+09,13,1,4.32,9.17,242,25,5,3284
-1598.6289,230.86383,1.8545499E+09,15,2,3.29,7.76,259,25,5,2987
-1621.4451,229.51843,1.8920251E+09,12,2,4.21,10.03,345,35,7,4315
-1617.9337,230.48528,1.8947537E+09,13,3,5,9.38,163,15,3,1882
-1628.0419,231.82904,1.8995544E+09,15,3,5.09,10.49,203,20,4,2506
-1632.4152,232.6738,1.923337E+09,12,1,5.7,12.46,295,30,6,3327
-1640.3663,241.42993,1.9514077E+09,12,0,3.65,7.17,311,30,6,4394
-1646,241.84134,1.9495866E+09,11,2,3.23,6.71,307,30,6,4026
-1659.5142,243.1559,2.0292433E+09,13,4,4.65,10.01,258,25,5,3560
-1661.3146,246.27287,2.0125352E+09,13,1,4.34,9.79,334,35,7,4376
-1663.3334,247.54138,2.0184099E+09,12,1,4.92,9.67,242,25,5,3556
-1661.2458,248.02277,2.015603E+09,10,1,3.98,7.72,345,35,7,4417
-1664.9076,250.35422,2.041162E+09,11,2,4.97,10.78,154,15,3,2125
-1667.9624,253.61041,2.1057121E+09,13,4,4.79,10.76,193,20,4,2264
-1667.9624,256.9672,2.1613527E+09,16,3,5.86,10.24,295,30,6,3039
-1670.5562,263.36206,2.1700562E+09,17,2,6.25,10.06,155,15,3,1634
-1692.2396,267.79245,2.157213E+09,13,0,4.3,11.48,246,25,5,3275
-1685.4691,266.26334,2.1656676E+09,13,2,3.12,7.07,208,20,4,3005
-1693.9192,266.63126,2.1979894E+09,13,4,4.02,8.55,389,40,8,5785
-1685.115,267.47742,2.2165422E+09,13,2,7.23,10.55,150,15,3,1715
-1692.9803,273.78796,2.2562074E+09,14,0,5.79,11.98,143,15,3,1595
-1685.1346,275.4244,2.2208115E+09,10,0,3.6,9.02,146,15,3,2104
-1682.6937,273.1371,2.2030436E+09,10,1,1.4,3.19,242,25,5,3576
-1686.5142,271.88263,2.1927972E+09,8,1,2.18,5.29,149,15,3,2158
-1686.5142,272.40335,2.2027267E+09,9,1,2.4,7.14,237,25,5,3509
-1687.4038,272.63922,2.197278E+09,9,1,2.62,4.74,297,30,6,3720
-1693.0465,271.81662,2.1837888E+09,8,1,2.98,5.33,151,15,3,1683
-1694.2454,273.0664,2.203698E+09,9,0,3.34,8.59,291,30,6,3369
-1717.5642,272.3362,2.2176123E+09,8,1,1.58,3.66,194,20,4,2853
-1728.4591,271.80243,2.208454E+09,7,1,1.38,3.41,147,15,3,1539
-1736.4751,272.23984,2.21615E+09,7,1,2.05,5.64,256,25,5,3468
-1744.5586,271.67532,2.2618568E+09,8,2,2.37,6.12,138,15,3,2000
-1752.1436,274.1752,2.2428495E+09,8,1,2.76,6.38,143,15,3,1474
-1750.5223,273.6242,2.2514703E+09,9,2,1.56,4.38,247,25,5,3525
-1750.5223,275.35056,2.3126403E+09,12,3,4.55,9.99,339,35,7,3872
-1769.8602,284.7141,2.3534572E+09,9,0,4.68,10.93,147,15,3,2002
-1770.7653,283.41125,2.3533425E+09,10,2,2.05,6.02,263,25,5,2699
-1773.0643,284.18793,2.3539039E+09,8,1,3.22,7.51,163,15,3,1772
-1772.2864,283.01675,2.3785828E+09,10,3,3.96,8.47,241,25,5,3394
-1772.2864,284.27737,2.4129718E+09,11,1,5.24,11.44,256,25,5,2883
-1777.0463,289.40762,2.3984497E+09,8,0,2.78,7.15,148,15,3,1498
-1783.325,287.1814,2.3807977E+09,7,1,0.36,0.32,152,15,3,1997
-1783.336,285.14398,2.3885983E+09,9,3,1.63,4.28,342,35,7,4308
-1783.336,286.50812,2.409186E+09,10,1,4.86,11.12,152,15,3,2242
-1783.336,285.4514,2.4212995E+09,14,4,4.4,9.99,198,20,4,2738
-1789.5447,286.1495,2.4331315E+09,10,1,4.05,9.98,135,15,3,1467
-1785.7693,287.13965,2.4157332E+09,10,1,3.58,7.48,256,25,5,3331
-1786.0847,285.95947,2.4454408E+09,11,2,4.19,9.22,157,15,3,1977
-1787.4484,286.9866,2.4857088E+09,13,6,5.15,10.72,252,25,5,3776
-1785.2292,289.531,2.502908E+09,13,1,5.69,10.05,260,25,5,3191
-1785.2292,293.6702,2.5391693E+09,17,4,6.64,9.92,143,15,3,2107
-1786.0745,295.38245,2.5518764E+09,16,1,4.82,9.16,212,20,4,3139
-1781.3088,296.9603,2.5914665E+09,13,1,6.54,10.62,453,45,9,4786
-1778.9115,302.84772,2.6164452E+09,13,1,6.06,11.27,301,30,6,4288
-1772.6364,307.68997,2.605686E+09,10,1,4.51,9.06,149,15,3,1968
-1767.5828,306.8029,2.5938668E+09,10,2,2.97,6.38,237,25,5,3006
-1768.0786,305.34476,2.594516E+09,11,2,3.77,9.93,247,25,5,2990
-1769.1185,307.10745,2.5774326E+09,9,0,3.04,7.02,236,25,5,3062
-1770.7758,305.73508,2.585433E+09,9,2,3.02,7.81,316,30,6,4592
-1770.0366,307.14716,2.5906867E+09,10,2,3.21,7.48,250,25,5,3614
-1778.1927,310.40073,2.6562432E+09,12,0,5.07,10.85,301,30,6,3664
-1785.867,314.01895,2.679733E+09,13,4,5.1,11.05,334,35,7,4670
-1790.4839,316.4169,2.721401E+09,16,4,5.93,11.68,158,15,3,2347
-1792.4056,318.63348,2.7574902E+09,15,1,5.38,11.03,159,15,3,2226
-1794.3038,322.55276,2.7798405E+09,15,2,4.88,9.54,245,25,5,2747
-1784.9028,325.5972,2.7681462E+09,11,0,4.16,9.62,152,15,3,1744
-1791.4227,325.6708,2.7721254E+09,10,2,2.6,6.92,149,15,3,1973
-1788.7372,325.6906,2.7597998E+09,10,2,2.73,6.05,156,15,3,2092
-1788.2449,326.65305,2.7724232E+09,10,1,3.04,6.88,152,15,3,1801
-1789.1818,326.61307,2.7736282E+09,10,3,2.59,6.37,151,15,3,1981
-1793.4967,327.68198,2.780174E+09,13,4,4.21,10.32,164,15,3,2327
-1667.5,16.460714,126437490,9,0,3.6,9.45,149,15,3,2003
-1554.25,18.201563,175468740,10,3,3.98,10.77,151,15,3,2128
-1594.8,20.812225,233243780,11,2,4.07,9.88,256,25,5,3162
-1594.8,28.2425,246729140,13,2,4.85,10.88,148,15,3,1589
-1942.25,31.447727,309856030,12,2,4.9,10.41,255,25,5,2752
-2057.5454,32.660183,375348130,13,4,5.51,12.08,444,45,9,4733
-2057.5454,40.516827,404097730,14,1,6.55,11.13,202,20,4,2365
-1952.0667,52.7425,395294400,12,0,4.48,9.97,151,15,3,1766
-1896.4117,51.347134,380372350,11,1,2.78,6.03,152,15,3,1724
-1842.05,53.19706,425360260,11,3,4.18,10.02,255,25,5,3761
-1842.05,55.055325,430910850,13,2,3.49,8.5,149,15,3,1699
-1955.6522,60.920395,466229120,11,1,4.7,10.04,308,30,6,3295
-1935.8462,62.678543,499153060,10,2,4.06,9.6,301,30,6,4154
-1935.5172,69.093475,525262750,11,0,4.07,9.3,142,15,3,1824
-1987.8,69.38225,535013540,12,2,4.29,9.34,152,15,3,1989
-1989.2258,67.76797,515379300,12,1,2.79,6.57,197,20,4,2277
-1929.5758,65.68117,497451620,11,1,2.25,6.49,149,15,3,1511
-1950,64.64936,529919000,9,2,3.33,7.49,198,20,4,2339
